holiday,temp,rain,snow,weather,date,Time,traffic_volume
No Holiday,295.09,0.0,0.0,Clouds,18-06-2016,09:00:00,4663
No Holiday,296.09,0.0,0.0,Clouds,18-06-2016,10:00:00,5200
No Holiday,297.08,0.0,0.0,Clouds,18-06-2016,11:00:00,5388
No Holiday,298.36,0.0,0.0,Rain,18-06-2016,12:00:00,5500
No Holiday,299.15,0.0,0.0,Rain,18-06-2016,13:00:00,5450
No Holiday,300.86,0.0,0.0,Rain,18-06-2016,14:00:00,5337
No Holiday,302.74,0.0,0.0,Clouds,18-06-2016,15:00:00,4989
No Holiday,302.66,0.0,0.0,Clouds,18-06-2016,16:00:00,5036
No Holiday,303.01,0.0,0.0,Clouds,18-06-2016,17:00:00,4621
No Holiday,302.52,0.0,0.0,Clouds,18-06-2016,18:00:00,4636
No Holiday,301.97,0.0,0.0,Clouds,18-06-2016,19:00:00,3959
No Holiday,300.99,0.0,0.0,Clouds,18-06-2016,20:00:00,3751
No Holiday,299.3,0.0,0.0,Clouds,18-06-2016,21:00:00,3588
No Holiday,297.02,0.0,0.0,Clouds,18-06-2016,22:00:00,3397
No Holiday,295.89,0.0,0.0,Clouds,18-06-2016,23:00:00,2592
No Holiday,295.7,0.0,0.0,Clear,19-06-2016,00:00:00,1770
No Holiday,295.12,0.0,0.0,Clear,19-06-2016,01:00:00,1233
No Holiday,294.4,0.0,0.0,Clear,19-06-2016,02:00:00,874
No Holiday,294.04,0.0,0.0,Clouds,19-06-2016,03:00:00,514
No Holiday,294.04,0.0,0.0,Clouds,19-06-2016,04:00:00,472
No Holiday,294.05,0.0,0.0,Clouds,19-06-2016,05:00:00,782
No Holiday,293.86,0.0,0.0,Clear,19-06-2016,06:00:00,1241
No Holiday,294.74,0.0,0.0,Clear,19-06-2016,07:00:00,1727
No Holiday,295.8,0.0,0.0,Clear,19-06-2016,08:00:00,2402
No Holiday,299.13,0.0,0.0,Clear,19-06-2016,09:00:00,3497
No Holiday,300.67,0.0,0.0,Clear,19-06-2016,10:00:00,4399
No Holiday,301.95,0.0,0.0,Clear,19-06-2016,11:00:00,5131
No Holiday,303.1,0.0,0.0,Clouds,19-06-2016,12:00:00,5155
No Holiday,304.45,0.0,0.0,Clouds,19-06-2016,13:00:00,5055
No Holiday,304.97,0.0,0.0,Clouds,19-06-2016,14:00:00,4931
No Holiday,305.35,0.0,0.0,Clouds,19-06-2016,15:00:00,5010
No Holiday,305.33,0.0,0.0,Clouds,19-06-2016,16:00:00,5217
No Holiday,304.95,0.0,0.0,Clouds,19-06-2016,17:00:00,4555
No Holiday,304.8,0.0,0.0,Clouds,19-06-2016,18:00:00,4477
No Holiday,303.84,0.0,0.0,Clouds,19-06-2016,19:00:00,3920
No Holiday,303.15,0.0,0.0,Clouds,19-06-2016,20:00:00,3354
No Holiday,302.66,0.0,0.0,Clouds,19-06-2016,21:00:00,2677
No Holiday,302.35,0.0,0.0,Clouds,19-06-2016,22:00:00,2544
No Holiday,299.18,0.0,0.0,Clouds,19-06-2016,23:00:00,1279
No Holiday,298.37,0.0,0.0,Rain,20-06-2016,00:00:00,659
No Holiday,296.69,2.54,0.0,Rain,20-06-2016,01:00:00,431
No Holiday,295.3,0.0,0.0,Rain,20-06-2016,02:00:00,323
No Holiday,293.44,0.0,0.0,Clear,20-06-2016,03:00:00,374
No Holiday,291.61,0.0,0.0,Clear,20-06-2016,04:00:00,884
No Holiday,290.04,0.0,0.0,Clear,20-06-2016,05:00:00,2998
No Holiday,289.17,0.0,0.0,Clear,20-06-2016,06:00:00,5565
No Holiday,289.79,0.0,0.0,Clear,20-06-2016,07:00:00,6456
No Holiday,292.59,0.0,0.0,Clear,20-06-2016,08:00:00,5886
No Holiday,293.76,0.0,0.0,Clear,20-06-2016,09:00:00,4936
No Holiday,294.55,0.0,0.0,Clear,20-06-2016,10:00:00,4326
No Holiday,296.28,0.0,0.0,Clear,20-06-2016,11:00:00,4972
No Holiday,297.19,0.0,0.0,Clear,20-06-2016,12:00:00,5104
No Holiday,297.64,0.0,0.0,Clear,20-06-2016,13:00:00,4931
No Holiday,298.09,0.0,0.0,Clear,20-06-2016,14:00:00,5162
No Holiday,297.61,0.0,0.0,Clouds,20-06-2016,15:00:00,5597
No Holiday,297.17,0.0,0.0,Clouds,20-06-2016,16:00:00,6379
No Holiday,297.06,0.0,0.0,Clouds,20-06-2016,17:00:00,5992
No Holiday,296.44,0.0,0.0,Clouds,20-06-2016,18:00:00,4475
No Holiday,295.74,0.0,0.0,Clouds,20-06-2016,19:00:00,3406
No Holiday,294.79,0.0,0.0,Clouds,20-06-2016,20:00:00,2857
No Holiday,292.69,0.0,0.0,Clear,20-06-2016,21:00:00,2639
No Holiday,290.66,0.0,0.0,Clear,20-06-2016,22:00:00,1926
No Holiday,289.93,0.0,0.0,Clear,20-06-2016,23:00:00,1238
No Holiday,288.39,0.0,0.0,Clear,21-06-2016,00:00:00,677
No Holiday,288.42,0.0,0.0,Clear,21-06-2016,01:00:00,416
No Holiday,286.9,0.0,0.0,Clear,21-06-2016,02:00:00,320
No Holiday,286.54,0.0,0.0,Clear,21-06-2016,03:00:00,364
No Holiday,286.02,0.0,0.0,Clear,21-06-2016,04:00:00,935
No Holiday,285.48,0.0,0.0,Clear,21-06-2016,05:00:00,3097
No Holiday,285.47,0.0,0.0,Clear,21-06-2016,06:00:00,5597
No Holiday,287.29,0.0,0.0,Clear,21-06-2016,07:00:00,6408
No Holiday,289.37,0.0,0.0,Clear,21-06-2016,08:00:00,5971
No Holiday,294.07,0.0,0.0,Clear,21-06-2016,09:00:00,5342
No Holiday,296.11,0.0,0.0,Clear,21-06-2016,10:00:00,4478
No Holiday,297.12,0.0,0.0,Clear,21-06-2016,11:00:00,4747
No Holiday,298.32,0.0,0.0,Clear,21-06-2016,12:00:00,4959
No Holiday,299.26,0.0,0.0,Clear,21-06-2016,13:00:00,5071
No Holiday,299.88,0.0,0.0,Clear,21-06-2016,14:00:00,5571
No Holiday,300.21,0.0,0.0,Clear,21-06-2016,15:00:00,6054
No Holiday,300.49,0.0,0.0,Clear,21-06-2016,16:00:00,6455
No Holiday,300.16,0.0,0.0,Clear,21-06-2016,17:00:00,6357
No Holiday,299.61,0.0,0.0,Clouds,21-06-2016,18:00:00,4732
No Holiday,299.1,0.0,0.0,Clouds,21-06-2016,19:00:00,3572
No Holiday,297.49,0.0,0.0,Clouds,21-06-2016,20:00:00,3137
No Holiday,294.94,0.0,0.0,Clouds,21-06-2016,21:00:00,2862
No Holiday,292.71,0.0,0.0,Clouds,21-06-2016,22:00:00,2180
No Holiday,291.98,0.0,0.0,Clouds,21-06-2016,23:00:00,1239
No Holiday,291.39,0.0,0.0,Clouds,22-06-2016,00:00:00,708
No Holiday,291.18,0.0,0.0,Clouds,22-06-2016,01:00:00,461
No Holiday,291.2,0.0,0.0,Clouds,22-06-2016,02:00:00,345
No Holiday,291.81,0.0,0.0,Clouds,22-06-2016,03:00:00,382
No Holiday,291.77,0.0,0.0,Clouds,22-06-2016,04:00:00,921
No Holiday,291.22,0.0,0.0,Clouds,22-06-2016,05:00:00,3152
No Holiday,291.22,0.0,0.0,Clouds,22-06-2016,06:00:00,5699
No Holiday,292.12,0.0,0.0,Clouds,22-06-2016,07:00:00,6683
No Holiday,292.56,0.0,0.0,Clouds,22-06-2016,08:00:00,5880
No Holiday,294.81,0.0,0.0,Clouds,22-06-2016,09:00:00,5062
No Holiday,297.8,0.0,0.0,Clouds,22-06-2016,10:00:00,4728
No Holiday,299.81,0.0,0.0,Rain,22-06-2016,11:00:00,4957
No Holiday,300.45,0.0,0.0,Rain,22-06-2016,12:00:00,5280
No Holiday,301.08,0.0,0.0,Rain,22-06-2016,13:00:00,5330
No Holiday,301.75,0.0,0.0,Rain,22-06-2016,14:00:00,5821
No Holiday,302.66,0.0,0.0,Clouds,22-06-2016,15:00:00,5797
No Holiday,301.12,0.0,0.0,Clouds,22-06-2016,16:00:00,6161
No Holiday,301.08,0.0,0.0,Clouds,22-06-2016,17:00:00,6222
No Holiday,300.24,0.0,0.0,Clouds,22-06-2016,18:00:00,4993
No Holiday,299.77,0.0,0.0,Clouds,22-06-2016,19:00:00,3922
No Holiday,296.34,0.0,0.0,Clouds,22-06-2016,20:00:00,3105
No Holiday,295.42,0.0,0.0,Clouds,22-06-2016,21:00:00,2779
No Holiday,294.82,0.0,0.0,Clouds,22-06-2016,22:00:00,2202
No Holiday,294.36,0.0,0.0,Clouds,22-06-2016,23:00:00,2165
No Holiday,290.38,0.0,0.0,Rain,23-06-2016,00:00:00,1348
No Holiday,288.79,0.0,0.0,Rain,23-06-2016,01:00:00,646
No Holiday,287.92,0.0,0.0,Rain,23-06-2016,02:00:00,449
No Holiday,286.58,0.6,0.0,Rain,23-06-2016,03:00:00,425
No Holiday,286.81,0.0,0.0,Clouds,23-06-2016,04:00:00,947
No Holiday,286.65,0.0,0.0,Clouds,23-06-2016,05:00:00,3133
No Holiday,287.07,0.0,0.0,Clouds,23-06-2016,06:00:00,5844
No Holiday,287.4,0.0,0.0,Clouds,23-06-2016,07:00:00,6699
No Holiday,287.8,0.0,0.0,Clouds,23-06-2016,08:00:00,5991
No Holiday,288.38,0.0,0.0,Clouds,23-06-2016,09:00:00,5164
No Holiday,290.34,0.0,0.0,Clouds,23-06-2016,10:00:00,5051
No Holiday,292.53,0.0,0.0,Rain,23-06-2016,11:00:00,5346
No Holiday,293.71,0.0,0.0,Clouds,23-06-2016,12:00:00,5392
No Holiday,295.44,0.0,0.0,Clouds,23-06-2016,13:00:00,5170
No Holiday,297.29,0.0,0.0,Clouds,23-06-2016,14:00:00,5513
No Holiday,297.5,0.0,0.0,Clouds,23-06-2016,15:00:00,5795
No Holiday,298.58,0.0,0.0,Clouds,23-06-2016,16:00:00,6714
No Holiday,298.54,0.0,0.0,Clouds,23-06-2016,17:00:00,6320
No Holiday,298.19,0.0,0.0,Clouds,23-06-2016,18:00:00,4804
No Holiday,297.27,0.0,0.0,Clouds,23-06-2016,19:00:00,3575
No Holiday,295.8,0.0,0.0,Clouds,23-06-2016,20:00:00,3346
No Holiday,293.74,0.0,0.0,Clouds,23-06-2016,21:00:00,3412
No Holiday,291.46,0.0,0.0,Clouds,23-06-2016,22:00:00,2689
No Holiday,290.11,0.0,0.0,Clouds,23-06-2016,23:00:00,1587
No Holiday,289.65,0.0,0.0,Clear,24-06-2016,00:00:00,1028
No Holiday,289.23,0.0,0.0,Clear,24-06-2016,01:00:00,683
No Holiday,288.3,0.0,0.0,Clear,24-06-2016,02:00:00,486
No Holiday,288.11,0.0,0.0,Clear,24-06-2016,03:00:00,521
No Holiday,287.37,0.0,0.0,Clear,24-06-2016,04:00:00,1005
No Holiday,287.17,0.0,0.0,Clear,24-06-2016,05:00:00,3026
No Holiday,287.11,0.0,0.0,Mist,24-06-2016,06:00:00,5395
No Holiday,287.11,0.0,0.0,Fog,24-06-2016,06:00:00,5395
No Holiday,289.09,0.0,0.0,Mist,24-06-2016,07:00:00,6208
No Holiday,289.09,0.0,0.0,Fog,24-06-2016,07:00:00,6208
No Holiday,291.37,0.0,0.0,Clouds,24-06-2016,08:00:00,5448
No Holiday,293.82,0.0,0.0,Clouds,24-06-2016,09:00:00,5056
No Holiday,294.73,0.0,0.0,Clouds,24-06-2016,10:00:00,4806
No Holiday,295.48,0.0,0.0,Clouds,24-06-2016,11:00:00,4874
No Holiday,296.24,0.0,0.0,Clouds,24-06-2016,12:00:00,4888
No Holiday,296.96,0.0,0.0,Clouds,24-06-2016,13:00:00,4799
No Holiday,297.68,0.0,0.0,Clouds,24-06-2016,14:00:00,5078
No Holiday,298.18,0.0,0.0,Clouds,24-06-2016,15:00:00,5219
No Holiday,299.3,0.0,0.0,Clouds,24-06-2016,16:00:00,6160
No Holiday,300.01,0.0,0.0,Clouds,24-06-2016,17:00:00,5227
No Holiday,300.33,0.0,0.0,Clouds,24-06-2016,18:00:00,4621
No Holiday,300.0,0.0,0.0,Clouds,24-06-2016,19:00:00,3775
No Holiday,299.15,0.0,0.0,Clouds,24-06-2016,20:00:00,3513
No Holiday,297.81,0.0,0.0,Clouds,24-06-2016,21:00:00,3705
No Holiday,296.63,0.0,0.0,Clouds,24-06-2016,22:00:00,3810
No Holiday,295.97,0.0,0.0,Clouds,24-06-2016,23:00:00,2525
No Holiday,296.02,0.0,0.0,Clouds,25-06-2016,00:00:00,1869
No Holiday,296.07,0.0,0.0,Clouds,25-06-2016,01:00:00,1100
No Holiday,296.04,0.0,0.0,Clouds,25-06-2016,02:00:00,1005
No Holiday,296.04,0.0,0.0,Clouds,25-06-2016,03:00:00,493
No Holiday,295.93,0.0,0.0,Clouds,25-06-2016,04:00:00,653
No Holiday,295.45,0.0,0.0,Clouds,25-06-2016,05:00:00,1009
No Holiday,295.62,0.0,0.0,Clouds,25-06-2016,06:00:00,1595
No Holiday,296.36,0.0,0.0,Clouds,25-06-2016,07:00:00,2175
No Holiday,297.84,0.0,0.0,Clear,25-06-2016,08:00:00,2806
No Holiday,299.53,0.0,0.0,Clouds,25-06-2016,09:00:00,3536
No Holiday,301.28,0.0,0.0,Clouds,25-06-2016,10:00:00,3970
No Holiday,302.93,0.0,0.0,Clouds,25-06-2016,11:00:00,4257
No Holiday,303.69,0.0,0.0,Clouds,25-06-2016,12:00:00,4544
No Holiday,305.16,0.0,0.0,Clouds,25-06-2016,13:00:00,4363
No Holiday,306.25,0.0,0.0,Clouds,25-06-2016,14:00:00,4395
No Holiday,306.86,0.0,0.0,Clouds,25-06-2016,15:00:00,4298
No Holiday,307.03,0.0,0.0,Thunderstorm,25-06-2016,16:00:00,4341
No Holiday,305.69,0.0,0.0,Thunderstorm,25-06-2016,17:00:00,4215
No Holiday,303.34,0.0,0.0,Thunderstorm,25-06-2016,18:00:00,3808
No Holiday,301.88,0.0,0.0,Rain,25-06-2016,19:00:00,3154
No Holiday,301.88,0.0,0.0,Thunderstorm,25-06-2016,19:00:00,3154
No Holiday,300.6,0.0,0.0,Clouds,25-06-2016,20:00:00,2882
No Holiday,299.2,0.0,0.0,Clouds,25-06-2016,21:00:00,3038
No Holiday,298.21,0.0,0.0,Clouds,25-06-2016,22:00:00,3255
No Holiday,296.95,0.0,0.0,Clouds,25-06-2016,23:00:00,2583
No Holiday,295.93,0.0,0.0,Clear,26-06-2016,00:00:00,1658
No Holiday,294.39,0.0,0.0,Clear,26-06-2016,01:00:00,1277
No Holiday,293.71,0.0,0.0,Clear,26-06-2016,02:00:00,718
No Holiday,292.81,0.0,0.0,Clear,26-06-2016,03:00:00,460
No Holiday,292.07,0.0,0.0,Clear,26-06-2016,04:00:00,385
No Holiday,291.48,0.0,0.0,Clouds,26-06-2016,05:00:00,530
No Holiday,291.62,0.0,0.0,Clouds,26-06-2016,06:00:00,926
No Holiday,292.45,0.0,0.0,Clouds,26-06-2016,07:00:00,1241
No Holiday,294.72,0.0,0.0,Clouds,26-06-2016,08:00:00,2078
No Holiday,296.16,0.0,0.0,Clouds,26-06-2016,09:00:00,3101
No Holiday,297.69,0.0,0.0,Clouds,26-06-2016,10:00:00,3956
No Holiday,299.02,0.0,0.0,Clouds,26-06-2016,11:00:00,3893
No Holiday,300.09,0.0,0.0,Clouds,26-06-2016,12:00:00,4303
No Holiday,300.91,0.0,0.0,Clear,26-06-2016,13:00:00,4403
No Holiday,301.81,0.0,0.0,Clear,26-06-2016,14:00:00,4241
No Holiday,302.18,0.0,0.0,Clouds,26-06-2016,15:00:00,4464
No Holiday,302.78,0.0,0.0,Clouds,26-06-2016,16:00:00,4359
No Holiday,302.98,0.0,0.0,Clouds,26-06-2016,17:00:00,4271
No Holiday,302.69,0.0,0.0,Clouds,26-06-2016,18:00:00,3717
No Holiday,302.26,0.0,0.0,Clouds,26-06-2016,19:00:00,3465
No Holiday,300.99,0.0,0.0,Clear,26-06-2016,20:00:00,2425
No Holiday,298.52,0.0,0.0,Clear,26-06-2016,21:00:00,2319
No Holiday,296.78,0.0,0.0,Clear,26-06-2016,22:00:00,1470
No Holiday,295.9,0.0,0.0,Clear,26-06-2016,23:00:00,1483
No Holiday,295.51,0.0,0.0,Clear,27-06-2016,00:00:00,615
No Holiday,294.41,0.0,0.0,Clear,27-06-2016,01:00:00,370
No Holiday,293.38,0.0,0.0,Clear,27-06-2016,02:00:00,304
No Holiday,292.46,0.0,0.0,Clear,27-06-2016,03:00:00,349
No Holiday,291.66,0.0,0.0,Clear,27-06-2016,04:00:00,821
No Holiday,290.73,0.0,0.0,Clouds,27-06-2016,05:00:00,2849
No Holiday,290.1,0.0,0.0,Clouds,27-06-2016,06:00:00,5176
No Holiday,290.43,0.0,0.0,Clouds,27-06-2016,07:00:00,6045
No Holiday,290.92,0.0,0.0,Clouds,27-06-2016,08:00:00,5332
No Holiday,291.3,0.0,0.0,Clouds,27-06-2016,09:00:00,4426
No Holiday,292.41,0.0,0.0,Clouds,27-06-2016,10:00:00,3984
No Holiday,293.04,0.0,0.0,Clouds,27-06-2016,11:00:00,4016
No Holiday,293.33,0.0,0.0,Clouds,27-06-2016,12:00:00,4440
No Holiday,294.45,0.0,0.0,Clouds,27-06-2016,13:00:00,4422
No Holiday,294.97,0.0,0.0,Clouds,27-06-2016,14:00:00,4727
No Holiday,295.12,0.0,0.0,Clouds,27-06-2016,15:00:00,4825
No Holiday,295.55,0.0,0.0,Clouds,27-06-2016,16:00:00,5832
No Holiday,295.49,0.0,0.0,Clouds,27-06-2016,17:00:00,5347
No Holiday,295.7,0.0,0.0,Clouds,27-06-2016,18:00:00,3959
No Holiday,295.0,0.0,0.0,Clouds,27-06-2016,19:00:00,2931
No Holiday,294.27,0.0,0.0,Clouds,27-06-2016,20:00:00,2626
No Holiday,292.58,0.6,0.0,Rain,27-06-2016,21:00:00,2400
No Holiday,291.45,0.0,0.0,Clouds,27-06-2016,22:00:00,1968
No Holiday,291.14,0.0,0.0,Clouds,27-06-2016,23:00:00,1129
No Holiday,291.1,0.0,0.0,Clouds,28-06-2016,00:00:00,567
No Holiday,290.47,0.0,0.0,Clouds,28-06-2016,01:00:00,410
No Holiday,289.84,0.0,0.0,Clouds,28-06-2016,02:00:00,316
No Holiday,289.0,0.0,0.0,Clouds,28-06-2016,03:00:00,329
No Holiday,287.63,0.0,0.0,Clouds,28-06-2016,04:00:00,848
No Holiday,286.52,0.0,0.0,Clear,28-06-2016,05:00:00,2949
No Holiday,285.98,0.0,0.0,Clear,28-06-2016,06:00:00,5264
No Holiday,287.63,0.0,0.0,Clouds,28-06-2016,07:00:00,5979
No Holiday,289.46,0.0,0.0,Clouds,28-06-2016,08:00:00,5371
No Holiday,290.41,0.0,0.0,Clouds,28-06-2016,09:00:00,4779
No Holiday,291.29,0.0,0.0,Clouds,28-06-2016,10:00:00,4233
No Holiday,292.38,0.0,0.0,Clouds,28-06-2016,11:00:00,4249
No Holiday,292.99,0.0,0.0,Clouds,28-06-2016,12:00:00,4496
No Holiday,294.03,0.0,0.0,Clouds,28-06-2016,13:00:00,4433
No Holiday,295.01,0.0,0.0,Clouds,28-06-2016,14:00:00,4863
No Holiday,295.36,0.0,0.0,Clouds,28-06-2016,15:00:00,5166
No Holiday,296.02,0.0,0.0,Haze,28-06-2016,16:00:00,5846
No Holiday,296.28,0.0,0.0,Clouds,28-06-2016,17:00:00,5735
No Holiday,296.36,0.0,0.0,Clouds,28-06-2016,18:00:00,4152
No Holiday,295.82,0.0,0.0,Clouds,28-06-2016,19:00:00,3157
No Holiday,294.83,0.0,0.0,Clouds,28-06-2016,20:00:00,2708
No Holiday,292.74,0.0,0.0,Clouds,28-06-2016,21:00:00,2649
No Holiday,290.09,0.0,0.0,Clear,28-06-2016,22:00:00,2277
No Holiday,289.29,0.0,0.0,Clear,28-06-2016,23:00:00,1811
No Holiday,288.06,0.0,0.0,Clouds,29-06-2016,00:00:00,665
No Holiday,287.27,0.0,0.0,Clear,29-06-2016,01:00:00,428
No Holiday,286.85,0.0,0.0,Clear,29-06-2016,02:00:00,297
No Holiday,286.18,0.0,0.0,Clear,29-06-2016,03:00:00,358
No Holiday,285.87,0.0,0.0,Clear,29-06-2016,04:00:00,888
No Holiday,285.48,0.0,0.0,Mist,29-06-2016,05:00:00,2970
No Holiday,285.75,0.0,0.0,Clouds,29-06-2016,06:00:00,5343
No Holiday,287.83,0.0,0.0,Clouds,29-06-2016,07:00:00,6053
No Holiday,290.68,0.0,0.0,Clouds,29-06-2016,08:00:00,5448
No Holiday,292.94,0.0,0.0,Clouds,29-06-2016,09:00:00,4716
No Holiday,294.54,0.0,0.0,Clouds,29-06-2016,10:00:00,4355
No Holiday,295.92,0.0,0.0,Clouds,29-06-2016,11:00:00,4573
No Holiday,296.7,0.0,0.0,Clouds,29-06-2016,12:00:00,4635
No Holiday,297.17,0.0,0.0,Clouds,29-06-2016,13:00:00,4622
No Holiday,298.4,0.0,0.0,Clouds,29-06-2016,14:00:00,4772
No Holiday,298.58,0.0,0.0,Clouds,29-06-2016,15:00:00,5212
No Holiday,298.93,0.0,0.0,Clouds,29-06-2016,16:00:00,5964
No Holiday,299.27,0.0,0.0,Clouds,29-06-2016,17:00:00,5794
No Holiday,298.81,0.0,0.0,Clouds,29-06-2016,18:00:00,4308
No Holiday,298.08,0.0,0.0,Clear,29-06-2016,20:00:00,2581
No Holiday,297.35,0.0,0.0,Clouds,29-06-2016,20:00:00,2581
No Holiday,294.93,0.0,0.0,Clear,29-06-2016,21:00:00,2631
No Holiday,291.84,0.0,0.0,Clear,29-06-2016,22:00:00,1926
No Holiday,291.18,0.0,0.0,Clouds,29-06-2016,23:00:00,1140
No Holiday,290.26,0.0,0.0,Clouds,30-06-2016,00:00:00,620
No Holiday,289.6,0.0,0.0,Clear,30-06-2016,01:00:00,446
No Holiday,289.3,0.0,0.0,Clouds,30-06-2016,02:00:00,313
No Holiday,288.38,0.0,0.0,Mist,30-06-2016,03:00:00,363
No Holiday,288.4,0.0,0.0,Mist,30-06-2016,04:00:00,863
No Holiday,288.78,0.0,0.0,Clouds,30-06-2016,05:00:00,2881
No Holiday,289.32,0.0,0.0,Clouds,30-06-2016,06:00:00,4728
No Holiday,290.78,0.0,0.0,Thunderstorm,30-06-2016,07:00:00,5836
No Holiday,292.88,0.0,0.0,Clouds,30-06-2016,08:00:00,5549
No Holiday,294.27,0.0,0.0,Clouds,30-06-2016,09:00:00,4751
No Holiday,294.88,0.0,0.0,Rain,30-06-2016,10:00:00,3917
No Holiday,294.07,0.0,0.0,Rain,30-06-2016,11:00:00,4175
No Holiday,294.07,0.0,0.0,Thunderstorm,30-06-2016,11:00:00,4175
No Holiday,292.25,1.02,0.0,Rain,30-06-2016,12:00:00,4125
No Holiday,294.07,0.0,0.0,Rain,30-06-2016,13:00:00,4295
No Holiday,296.26,0.0,0.0,Clouds,30-06-2016,14:00:00,4305
No Holiday,297.21,0.0,0.0,Clouds,30-06-2016,15:00:00,4943
No Holiday,297.6,0.25,0.0,Rain,30-06-2016,16:00:00,5855
No Holiday,298.08,0.25,0.0,Rain,30-06-2016,17:00:00,5466
No Holiday,297.03,0.0,0.0,Clouds,30-06-2016,18:00:00,4132
No Holiday,296.13,0.0,0.0,Clouds,30-06-2016,19:00:00,3321
No Holiday,294.62,0.0,0.0,Clouds,30-06-2016,20:00:00,2929
No Holiday,292.6,0.0,0.0,Clear,30-06-2016,21:00:00,2907
No Holiday,291.05,0.0,0.0,Clouds,30-06-2016,22:00:00,2533
No Holiday,290.07,0.0,0.0,Clouds,30-06-2016,23:00:00,1473
No Holiday,289.04,0.0,0.0,Clear,01-07-2016,00:00:00,825
No Holiday,288.16,0.0,0.0,Clear,01-07-2016,01:00:00,531
No Holiday,286.64,0.0,0.0,Clear,01-07-2016,02:00:00,381
No Holiday,285.39,0.0,0.0,Clear,01-07-2016,03:00:00,406
No Holiday,284.67,0.0,0.0,Clear,01-07-2016,04:00:00,790
No Holiday,283.97,0.0,0.0,Clouds,01-07-2016,05:00:00,2532
No Holiday,283.24,0.0,0.0,Clouds,01-07-2016,06:00:00,4826
No Holiday,284.59,0.0,0.0,Clouds,01-07-2016,07:00:00,5217
No Holiday,286.51,0.0,0.0,Clouds,01-07-2016,08:00:00,4281
No Holiday,288.14,0.0,0.0,Clouds,01-07-2016,09:00:00,4560
No Holiday,289.45,0.0,0.0,Clouds,01-07-2016,10:00:00,4412
No Holiday,290.87,0.0,0.0,Clouds,01-07-2016,11:00:00,4682
No Holiday,292.02,0.0,0.0,Clouds,01-07-2016,12:00:00,5018
No Holiday,293.3,0.0,0.0,Clear,01-07-2016,13:00:00,4938
No Holiday,294.37,0.0,0.0,Clouds,01-07-2016,14:00:00,4974
No Holiday,295.13,0.0,0.0,Clouds,01-07-2016,15:00:00,5015
No Holiday,295.44,0.0,0.0,Clouds,01-07-2016,16:00:00,5017
No Holiday,295.71,0.0,0.0,Clouds,01-07-2016,17:00:00,4307
No Holiday,295.65,0.0,0.0,Clouds,01-07-2016,18:00:00,3808
No Holiday,295.31,0.0,0.0,Clouds,01-07-2016,19:00:00,3102
No Holiday,293.99,0.0,0.0,Clouds,01-07-2016,20:00:00,2822
No Holiday,292.24,0.0,0.0,Clouds,01-07-2016,21:00:00,2627
No Holiday,289.69,0.0,0.0,Clouds,01-07-2016,22:00:00,2498
No Holiday,288.53,0.0,0.0,Clouds,01-07-2016,23:00:00,1987
No Holiday,287.75,0.0,0.0,Clouds,02-07-2016,00:00:00,1234
No Holiday,287.13,0.0,0.0,Clouds,02-07-2016,01:00:00,940
No Holiday,286.4,0.0,0.0,Clouds,02-07-2016,02:00:00,664
No Holiday,285.64,0.0,0.0,Clear,02-07-2016,03:00:00,373
No Holiday,285.21,0.0,0.0,Clear,02-07-2016,04:00:00,425
No Holiday,285.66,0.0,0.0,Clouds,02-07-2016,05:00:00,679
No Holiday,285.83,0.0,0.0,Clouds,02-07-2016,06:00:00,1253
No Holiday,287.34,0.0,0.0,Clouds,02-07-2016,07:00:00,1679
No Holiday,289.67,0.0,0.0,Clouds,02-07-2016,08:00:00,2178
No Holiday,292.72,0.0,0.0,Clouds,02-07-2016,09:00:00,2952
No Holiday,294.67,0.0,0.0,Clouds,02-07-2016,10:00:00,3429
No Holiday,295.89,0.0,0.0,Clouds,02-07-2016,11:00:00,3892
No Holiday,296.6,0.0,0.0,Clouds,02-07-2016,12:00:00,3862
No Holiday,297.29,0.0,0.0,Clouds,02-07-2016,13:00:00,3550
No Holiday,297.94,0.0,0.0,Clouds,02-07-2016,14:00:00,3554
No Holiday,298.47,0.0,0.0,Clouds,02-07-2016,15:00:00,3487
No Holiday,298.45,0.0,0.0,Clouds,02-07-2016,16:00:00,3261
No Holiday,299.04,0.0,0.0,Clouds,02-07-2016,17:00:00,3263
No Holiday,298.64,0.0,0.0,Clouds,02-07-2016,18:00:00,3175
No Holiday,298.21,0.0,0.0,Clouds,02-07-2016,19:00:00,2805
No Holiday,296.99,0.0,0.0,Clouds,02-07-2016,20:00:00,2676
No Holiday,294.45,0.0,0.0,Clouds,02-07-2016,21:00:00,2495
No Holiday,292.09,0.0,0.0,Clouds,02-07-2016,22:00:00,2370
No Holiday,291.03,0.0,0.0,Clouds,02-07-2016,23:00:00,2205
No Holiday,290.15,0.0,0.0,Clear,03-07-2016,00:00:00,1133
No Holiday,289.45,0.0,0.0,Clear,03-07-2016,01:00:00,929
No Holiday,289.3,0.0,0.0,Clear,03-07-2016,02:00:00,759
No Holiday,289.14,0.0,0.0,Clear,03-07-2016,03:00:00,436
No Holiday,288.46,0.0,0.0,Clear,03-07-2016,04:00:00,419
No Holiday,287.59,0.0,0.0,Mist,03-07-2016,05:00:00,590
No Holiday,287.44,0.0,0.0,Mist,03-07-2016,06:00:00,1095
